sequence,gender,generation,education_type,locality,religion,how_often,partner,marriage,break,divorce,education,work,sep_from_par,child,p_m,p_b,p_d,p_e,p_w,p_s,p_c,m_b,m_d,m_e,m_w,m_s,m_c,b_d,b_e,b_w,b_s,b_c,d_e,d_w,d_s,d_c,e_w,e_s,e_c,w_s,w_c,s_c
emcsw,m,0,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,=,n,>,>,>,>,>,>,>,>,<,<,<,>,>,>
esmcw,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,>,<,n,>,>,>,>,>,>,>,>,<,=,<,>,>,<
sewmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,0,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
emswdpc,m,1,professional,city,yes,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,<,<,<,>,<,=,<,>,>,>,>,>,>,>,>,<,<,<,<,>,<,<
wemsc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
emcsw,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,>,>,>
sewmc,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
emswc,m,1,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,=,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
swmce,m,1,higher,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
sewmc,m,0,professional,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmsc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmcd,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewsmc,f,0,general,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
ewms,f,1,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,=,<,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
ewpcms,m,0,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
swmec,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
swcmpdeb,m,1,higher,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,<,<,>,>,>,<,<,<,>,>,>,>,>,>,>,>,<,>,>,>,>,>,>,>,<,<
sewmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
mscdwepb,f,1,higher,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,<,=,<,>,>,>,>,>,<,<,>,>,>,>,>,>,>,<
wsemc,f,1,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
pwmscbe,f,0,higher,city,yes,never,1,1,1,0,1,1,1,1,<,<,<,<,<,<,<,<,<,<,>,=,<,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<
semwcd,f,1,higher,city,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,<,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewsmcpb,f,0,general,city,yes,min_once_a_month,1,1,1,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,=,<,<,<,<,<
swmce,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
mewcdps,f,1,higher,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,<,>,<,<,<,<,<,<,>,>,>,>,>,>,>,<,>,=,<,<,<,<,>
ewsmc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewpsmc,f,1,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
mwcse,m,1,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,>
ewmscd,f,0,general,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swem,m,1,professional,city,yes,never,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,>,<,n,>,>,>,n,>,>,>,n,>,>,<,>,<,<
swmec,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
esw,f,1,professional,city,yes,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,>,<,<
ewsmcdp,f,0,general,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wmecsd,f,1,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,=,>,<,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,>
msecwd,f,1,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,=,<,>,>,>,>,>,>,>,>,>,<,>,<,>,>,<
sewmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
swemc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
sewmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewsmc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,=,<,<
eswmc,m,0,general,city,no,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
mscew,f,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
ewsmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmcdp,f,1,higher,city,yes,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewp,f,0,general,city,yes,sev_a_year,1,0,0,0,1,1,1,0,<,<,<,>,>,>,<,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
mscew,f,1,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
wsmce,f,0,general,city,yes,sev_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
ewmcs,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
smewc,f,0,professional,city,yes,once_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
sewmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
sew,m,1,higher,city,yes,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,>,<,>,<,<
sewmc,m,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
swemc,m,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
semwc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wscem,m,1,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
swmce,f,1,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
ews,m,1,higher,city,yes,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
smcwepb,f,0,professional,city,yes,never,1,1,1,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,<,>,<,<,>,>,>,>,>,>,>,>,>,>,>,>,>,<
smcew,f,0,professional,city,yes,sev_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,=,>,>,>,>,<
ewmscd,f,1,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewmscdpb,f,0,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ews,f,0,higher,city,yes,sev_a_year,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
smewc,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,=,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmcdpb,f,0,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
sewmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,<,<
mcswep,f,0,professional,city,yes,sev_a_year,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,>,>,>,>,>,>
ewsmcd,f,0,general,city,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmcd,f,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
ewmcs,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
swpmce,f,1,professional,city,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,>,>,<,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
mcesw,f,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,<,=,>,>,>,>
e,f,1,professional,city,yes,sev_a_year,0,0,0,0,1,0,0,0,n,n,n,>,n,n,n,n,n,>,n,n,n,n,>,n,n,n,>,n,n,n,<,<,<,n,n,n
ewsmc,f,0,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
sewmc,f,0,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
wespcb,m,1,professional,city,yes,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,>,>,>,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewsmc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wmcdeps,f,1,higher,city,yes,sev_a_year,1,1,0,1,1,1,1,1,>,<,>,>,>,<,>,<,<,<,>,<,<,>,>,>,>,>,<,>,<,>,>,<,>,<,<,>
msecw,m,1,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,=,<,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
wsemc,m,1,general,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
wemsc,m,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmsc,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wemcs,m,1,professional,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
wmsec,f,0,higher,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
ewscm,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wemsc,f,0,professional,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
swemc,f,0,general,city,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wemscdp,f,1,professional,city,yes,min_once_a_month,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,=,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,<
swemd,m,0,professional,city,yes,sev_a_year,0,1,0,1,1,1,1,0,>,n,>,>,>,>,n,<,<,>,>,>,<,>,>,>,>,n,>,>,>,<,>,>,<,>,<,<
eswmc,f,0,higher,city,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
wmscdepb,f,0,professional,city,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,<,>,=,<,>,>,>,>,>,<,>,>,>,>,>,>,<,<,<
wesmcd,m,1,professional,city,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmsc,f,0,professional,city,yes,min_once_a_month,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
emscwdpb,f,0,general,village,yes,sev_a_year,1,1,1,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,<,<,<,>,>,>,>,>,>,>,>,>,<,<,<,>,>,<
ewmcs,m,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wsemc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
wemsc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wecsp,f,1,professional,village,yes,sev_a_year,1,0,0,0,1,1,1,1,<,<,<,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
emcsw,f,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,>,>,>
cwems,f,1,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,>,n,>,>,>,>,>,>,>,>,>,<,>,<,>,>
wemsc,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,=
smecw,m,0,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,=,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
spmcew,f,0,professional,village,yes,never,1,1,0,0,1,1,1,1,<,<,<,<,<,>,<,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,<,>,>,>,>,<
swec,f,0,professional,village,yes,never,0,0,0,0,1,1,1,1,n,n,n,>,>,>,>,n,n,>,>,>,>,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wesmc,f,1,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
eswmc,f,0,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,>,<,<
ews,f,0,professional,village,yes,sev_a_year,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,<,<,<,<,<,<
sepmcwb,f,0,professional,village,yes,sev_a_year,1,1,1,0,1,1,1,1,<,<,<,>,<,>,<,<,<,>,<,>,<,<,>,>,>,>,>,>,>,>,<,>,<,>,>,<
wemscp,m,0,professional,village,yes,never,1,1,0,0,1,1,1,1,>,<,<,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,=
swmec,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wsemc,f,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,<,<,<
smcwe,f,1,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,>,<
ewsmc,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
swmce,f,1,higher,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,>,<,<
ewmsc,f,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
mcwse,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,=,n,>,>,>,>,>,>,>,>,>,>,>,<,>,>
ewmsc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wems,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,<,<,n,>,>,>,n,>,>,>,n,>,<,<,<,<,<
wpmcseb,m,0,professional,village,yes,never,1,1,1,0,1,1,1,1,<,<,<,<,>,<,<,<,<,<,>,<,<,<,>,>,>,>,>,>,>,>,>,>,>,<,<,>
sewmc,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,=,>,<,>,<,<
wems,f,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,0,>,n,n,>,>,>,n,<,<,>,>,=,<,n,>,>,>,n,>,>,>,n,>,<,<,<,<,<
sewmcdp,m,1,professional,village,yes,never,1,1,0,1,1,1,1,1,>,<,>,>,>,>,>,<,<,>,>,>,<,>,>,>,>,>,>,>,>,>,<,>,<,>,<,<
wemsc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewmcs,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
mewcds,f,0,professional,village,yes,never,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,>,>,<,>,<,<,<,<,<,>
ewmsc,f,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,=,<,<,<,<,<
semcw,f,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,>,<,n,>,>,>,>,>,>,>,>,<,>,<,>,>,<
mcews,m,1,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,=,n,>,>,>,>,>,>,>,>,<,<,>,<,>,>
wsemc,f,1,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,>,>,<,=,<,<
ewmsc,f,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wemsc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewsmpcb,f,0,general,village,yes,never,1,1,1,0,1,1,1,1,>,<,<,>,>,>,<,<,<,>,>,>,<,<,>,>,>,>,>,>,>,>,=,<,<,<,<,<
emwcs,f,0,general,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,<,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
wse,m,0,professional,village,yes,never,0,0,0,0,1,1,1,0,n,n,n,>,>,>,n,n,n,>,>,>,n,n,>,>,>,n,>,>,>,n,>,>,<,<,<,<
mwsec,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,<,<,<,n,>,>,>,>,>,>,>,>,>,>,<,=,<,<
ewsmc,m,0,professional,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
ewpmcs,m,1,professional,village,yes,never,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,>
ewsmc,m,1,professional,village,yes,never,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,>,<,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wepmsc,f,0,general,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,<,<,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wemsc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
ewpscm,m,1,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,>,>,=,<,<,<,>,>,>,>,n,>,>,>,>,>,>,>,>,<,<,<,<,<,<
wemsc,f,0,general,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,=,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,<
wmsce,f,1,higher,village,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,=,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
spcmwe,f,0,professional,village,yes,sev_a_year,1,1,0,0,1,1,1,1,<,<,<,<,<,>,=,<,<,<,<,>,>,n,>,>,>,>,>,>,>,>,>,>,>,>,>,<
mswedc,f,0,professional,town,yes,min_once_a_month,0,1,0,1,1,1,1,1,>,n,>,>,>,>,>,<,<,<,<,<,<,>,>,>,>,>,>,>,>,<,>,>,<,>,<,<
wsmce,f,0,professional,town,yes,once_a_week,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,<,>,>,<,n,>,>,>,>,>,>,>,>,>,>,>,<,<,<
swepcb,f,1,professional,town,no,sev_a_year,1,0,1,0,1,1,1,1,<,<,<,>,>,>,<,>,n,>,>,>,>,<,>,>,>,>,>,>,>,>,>,>,<,>,<,<
wemcs,f,0,general,town,yes,sev_a_year,0,1,0,0,1,1,1,1,>,n,n,>,>,>,>,<,<,>,>,<,<,n,>,>,>,>,>,>,>,>,>,<,<,<,<,>
