gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;last_ev
f;higher;city;yes;sev_a_year;8g;;241;;;249;204;278;276;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;div
f;higher;city;yes;min_once_a_month;4g;;340;;381;;;193;274;>;n;>;>;>;n;n;<;<;>;>;<;<;>;>;>;n;n;>;>;<;<;>;<;<;<;<;n;sep
f;professional;city;yes;sev_a_year;11g;272;318;;;;;258;257;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;sep
f;higher;city;no;sev_a_year;6g;;251;;;260;247;211;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;higher;city;yes;sev_a_year;9g;269;;;;284;208;268;266;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;br
m;professional;city;yes;never;6g;455;285;;401;311;;210;210;>;<;>;>;>;<;>;<;<;>;>;<;<;>;>;>;n;>;>;>;<;>;=;<;<;<;<;>;sep
m;higher;city;no;never;4g;;319;;;;301;205;283;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;10g;;250;;;255;250;287;;>;n;n;n;>;>;>;<;<;<;<;=;<;n;n;>;>;>;n;>;>;>;>;>;>;>;>;<;education
m;professional;city;no;never;4g;;259;;;;228;254;253;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;city;no;sev_a_year;4g;243;248;;;219;255;247;414;<;<;<;<;<;<;>;<;<;<;>;<;>;n;>;>;>;>;>;>;>;>;>;>;>;<;>;>;br
m;professional;city;no;never;4g;;265;;;;227;259;228;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;never;5g;;269;;;;245;245;247;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;child
f;professional;city;yes;sev_a_year;9g;;244;;;;244;203;214;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;city;no;never;11g;;;;;;;219;228;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;sep
m;professional;city;yes;never;11g;;;;;;212;;270;n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;>;<;>;n;<;work
f;higher;city;no;never;9g;;236;;;287;200;207;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;professional;city;yes;sev_a_year;2g;545;249;;440;330;214;215;238;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;br
f;professional;city;no;never;8g;;218;;;;218;228;227;>;n;n;>;>;>;n;<;<;<;<;=;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;10g;;232;;;237;;213;212;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;yes;never;4g;;240;;;;240;202;234;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;city;yes;never;6g;;252;;;;252;245;219;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;city;no;never;1g;;;;;;229;221;198;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;city;no;never;5g;276;278;;;284;253;193;205;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;br
f;professional;city;yes;sev_a_year;3g;;315;;;328;319;225;;>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
m;professional;city;no;never;5g;;251;;;;251;255;254;>;n;n;>;>;>;n;<;<;<;<;=;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;city;yes;never;1g;233;242;;;242;233;215;454;<;<;<;<;>;=;<;<;<;<;>;>;=;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;br
f;professional;city;yes;min_once_a_month;6g;;229;;;;229;229;228;>;n;n;>;>;>;n;<;<;>;=;=;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;child
f;professional;city;yes;never;8g;;225;;;235;225;;234;>;n;n;>;n;>;>;<;<;<;<;=;<;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;work
m;professional;city;no;never;9g;197;;;;;220;243;220;<;<;<;<;<;<;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;br
f;general;city;yes;sev_a_year;7g;;272;;;;254;253;224;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;city;no;sev_a_year;2g;444;;;;;251;249;250;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;city;no;never;5g;;269;;;278;243;223;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;general;city;yes;sev_a_year;8g;203;217;;;215;;211;220;<;<;<;<;<;<;<;<;<;<;>;<;>;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;sep
m;professional;city;yes;never;6g;293;305;;;308;172;245;;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;professional;city;yes;sev_a_year;6g;;249;;;;237;201;247;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;professional;city;yes;sev_a_year;4g;;252;;;;188;237;233;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;7g;239;;266;;264;;206;265;<;<;<;<;>;<;<;>;n;>;>;n;>;<;>;>;<;>;>;>;n;>;>;<;>;<;<;>;sep
f;higher;city;yes;never;7g;;283;;;291;283;237;343;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;div
m;higher;city;no;never;5g;;310;;536;316;247;210;318;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;<;partner
f;general;city;yes;sev_a_year;5g;;262;;;304;264;206;230;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
f;higher;city;yes;sev_a_year;6g;;;;;;254;256;254;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;=;<;>;<;<;partner
m;professional;city;no;never;9g;;280;;;302;;242;229;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;higher;city;yes;min_once_a_month;11g;;;;;;210;236;;n;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;>;<;<;education
m;professional;city;no;never;6g;;324;;;332;;221;221;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;sep
f;higher;city;no;never;4g;;274;;;;220;280;278;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;higher;city;yes;never;1g;288;;;;;487;277;274;<;<;<;>;>;<;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;br
m;professional;city;no;sev_a_year;8g;236;;;;256;255;176;;<;<;<;<;>;<;<;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;sev_a_year;10g;247;248;;;;210;248;252;<;<;<;<;<;>;<;<;<;<;=;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;5g;;227;;;236;235;224;223;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
m;professional;city;no;never;5g;207;209;;;211;181;205;204;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;br
m;professional;city;yes;sev_a_year;9g;275;278;;;;201;217;217;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;professional;city;no;never;5g;;;;;234;161;186;244;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;marriage
m;professional;city;no;never;1g;;302;;;313;;229;229;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;sep
f;higher;city;no;never;2g;;;;;;266;266;304;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;=;<;<;marriage
f;professional;city;yes;sev_a_year;6g;252;258;;;261;252;235;221;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
f;higher;city;yes;sev_a_year;9g;295;;;;340;222;339;307;<;<;<;<;<;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;marriage
f;general;city;yes;sev_a_year;2g;;;;;266;252;251;;n;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;never;6g;;;;;;216;214;261;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;marriage
f;higher;city;yes;never;6g;;;;;;206;;263;n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;>;<;>;n;<;work
f;general;city;yes;sev_a_year;1g;499;284;;;307;265;209;208;>;<;<;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
f;general;city;yes;never;2g;211;221;;;222;262;193;154;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;br
f;professional;city;yes;sev_a_year;2g;241;244;;;252;241;214;212;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
f;professional;city;yes;sev_a_year;4g;257;;345;;275;226;226;225;<;<;<;>;>;>;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;<;<;<;=;<;<;marriage
f;general;city;no;sev_a_week;2g;253;255;386;;263;226;225;213;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;div
f;professional;city;yes;sev_a_year;5g;;248;;;;211;254;254;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
f;higher;city;yes;sev_a_year;5g;286;288;;;298;262;324;322;<;<;<;<;<;>;<;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;br
f;professional;city;yes;sev_a_year;9g;226;241;;;258;226;211;247;<;<;<;<;>;=;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;br
f;professional;city;yes;once_a_week;5g;423;247;;302;433;185;220;218;>;<;>;>;>;>;<;<;<;>;>;>;<;>;>;>;>;>;>;>;>;<;<;>;<;>;<;<;br
f;higher;city;yes;sev_a_year;4g;260;262;;;270;211;248;;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
m;professional;city;yes;never;2g;;279;;;;188;235;231;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;city;yes;sev_a_year;3g;241;245;;;273;194;201;222;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;br
f;professional;city;yes;min_once_a_month;4g;;219;;;222;204;281;382;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;div
f;higher;city;yes;sev_a_year;9g;;234;;;242;234;212;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;higher;city;yes;never;9g;;;;;300;;267;266;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;yes;sev_a_year;3g;367;229;;362;238;188;200;200;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;=;>;<;>;<;<;br
m;professional;city;no;never;8g;;262;;;262;232;;227;>;n;n;>;n;>;>;<;<;>;<;>;=;n;>;n;>;>;>;n;>;>;<;<;<;>;>;<;work
f;general;city;yes;never;3g;601;222;;;231;222;214;193;>;<;<;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
m;professional;city;yes;sev_a_year;3g;;240;;;296;;209;208;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;no;never;10g;177;;;;;177;205;229;<;<;<;<;<;=;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;br
m;professional;city;yes;never;6g;275;;;;286;279;280;218;<;<;<;>;<;<;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;marriage
f;general;city;yes;never;6g;213;247;;;;213;219;206;<;<;<;>;<;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;professional;city;yes;never;11g;240;;;;287;240;238;234;<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;br
f;higher;city;yes;never;7g;291;303;;;;205;271;270;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;city;yes;sev_a_year;6g;;254;;;;200;201;211;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;general;village;yes;never;2g;;229;;;;229;212;164;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;never;2g;;265;;;;265;235;233;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;professional;village;no;never;5g;;273;;;;273;212;211;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;professional;village;yes;sev_a_year;7g;;243;;;;243;219;230;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;village;no;never;2g;;260;;;;260;219;253;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;professional;village;no;never;8g;272;275;;;;217;206;229;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
f;professional;village;yes;never;8g;;230;;;;182;230;227;>;n;n;>;>;>;n;<;<;>;=;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;higher;village;no;never;7g;270;290;;;;205;228;226;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;professional;village;yes;sev_a_year;2g;;244;;;256;;217;250;>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
f;professional;village;yes;sev_a_year;4g;;209;;;;192;203;202;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;professional;village;yes;sev_a_year;4g;;259;;;;259;217;216;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
m;general;village;no;never;9g;346;260;;;;260;194;206;>;<;<;>;>;>;<;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;general;village;yes;sev_a_year;6g;;229;;;244;229;202;211;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;div
f;professional;village;yes;never;3g;;315;;;;315;215;287;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;professional;village;yes;never;4g;;244;;;257;237;217;;>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;general;city;yes;sev_a_year;2g;;271;;440;310;211;199;355;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;<;partner
f;professional;city;yes;sev_a_year;6g;;252;;;256;;225;223;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;div
f;professional;city;yes;sev_a_year;9g;219;221;;;;175;212;211;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;general;city;yes;never;11g;;214;;;249;265;211;261;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;div
f;general;city;yes;sev_a_year;6g;;280;;;;280;215;238;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;higher;city;yes;never;6g;357;367;;;368;;213;295;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
f;higher;city;yes;sev_a_year;7g;271;318;;;361;175;224;303;<;<;<;<;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;br
f;higher;city;yes;min_once_a_month;5g;325;328;;;334;385;286;283;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;br
f;higher;city;yes;sev_a_year;4g;;295;;;;181;217;313;>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;higher;city;yes;sev_a_year;8g;246;255;;;260;200;;283;<;<;<;<;<;>;<;<;<;<;<;>;<;n;>;n;>;>;>;n;>;>;<;>;>;>;>;<;work
f;professional;city;yes;sev_a_year;7g;;;;;343;;224;239;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;partner
f;professional;city;yes;never;4g;270;317;;;424;250;201;247;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;br
f;professional;city;yes;min_once_a_month;5g;;241;;;259;262;244;;>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
f;general;city;no;never;11g;;217;;;;218;222;225;>;n;n;>;>;>;n;<;<;<;<;<;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;9g;;;;;243;271;229;;n;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;education
f;professional;city;yes;sev_a_year;7g;;;;;;243;307;307;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;2g;;;;;269;251;212;;n;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;general;city;no;never;5g;416;445;;;437;393;193;205;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;br
m;general;city;no;never;6g;;279;;;;259;201;198;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;child
f;general;city;yes;never;1g;;249;;;;249;200;217;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
f;higher;city;yes;sev_a_year;3g;272;273;;;;309;;308;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;work
m;general;city;no;never;8g;294;306;;;319;205;283;;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;general;city;yes;min_once_a_month;5g;213;265;;;243;231;194;206;<;<;<;>;>;<;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;br
f;higher;city;yes;sev_a_year;1g;;269;;;;226;274;273;>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;higher;city;yes;never;5g;;;;;;;207;276;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;sep
m;higher;city;yes;never;11g;;;;;;;272;;n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;education
f;professional;city;yes;sev_a_year;4g;;263;;;318;;224;224;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;sep
f;general;city;no;never;6g;252;255;329;;269;;224;223;<;<;<;>;>;<;<;<;<;>;>;<;<;<;>;>;<;>;>;>;n;>;<;<;<;<;<;>;sep
f;professional;city;no;never;6g;;278;;;;278;209;279;>;n;n;>;>;>;n;<;<;<;>;=;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;child
m;general;city;yes;never;10g;257;279;;;;197;233;252;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;professional;city;no;never;9g;277;298;;;;;252;216;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;child
m;professional;city;yes;never;7g;274;281;;;;214;251;248;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
f;general;city;yes;min_once_a_month;2g;;189;;;;190;246;257;>;n;n;>;>;>;n;<;<;<;<;<;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
m;general;city;no;never;9g;284;;;;294;186;205;208;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;marriage
m;professional;city;yes;never;8g;249;265;;;;222;253;216;<;<;<;>;<;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;child
f;professional;city;no;never;7g;;;;;319;341;229;228;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;partner
f;higher;city;yes;sev_a_year;4g;442;451;;;;211;212;306;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;professional;city;yes;sev_a_year;5g;283;285;;;;215;285;248;<;<;<;>;<;>;<;<;<;>;=;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;child
m;general;city;yes;never;8g;;268;;;278;;207;230;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;sep
m;higher;city;yes;sev_a_year;2g;;273;;335;289;215;268;272;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;partner
m;general;city;yes;sev_a_year;8g;259;262;267;267;;167;228;227;<;<;<;>;>;>;<;<;<;>;>;>;<;=;>;>;>;<;>;>;>;<;<;>;<;>;<;<;child
m;professional;city;yes;never;6g;306;308;314;314;;277;215;;<;<;<;<;>;>;<;<;<;<;>;>;<;=;<;>;>;<;<;>;>;<;>;>;n;<;<;<;education
f;professional;city;yes;sev_a_year;7g;228;236;;;242;214;181;;<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;min_once_a_month;8g;;220;;;;166;209;212;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;child
f;higher;city;yes;sev_a_year;6g;369;;;;;216;213;332;<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;br
m;higher;city;yes;never;8g;262;270;403;;273;204;246;295;<;<;<;<;>;>;<;<;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;div
f;professional;city;yes;never;4g;;243;;;;186;233;233;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;child
m;professional;city;no;never;4g;;270;;301;271;196;272;241;>;n;>;>;>;>;>;<;<;>;<;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;>;<;partner
m;professional;city;yes;never;6g;335;360;473;;;275;311;311;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;<;>;>;>;n;=;>;<;>;<;<;div
f;higher;city;yes;never;8g;250;;;;260;236;236;402;<;<;<;<;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;=;<;<;br
f;professional;city;yes;min_once_a_month;7g;;228;;;233;228;232;;>;n;n;n;>;>;>;<;<;<;<;=;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;education
f;general;city;yes;sev_a_year;7g;230;262;264;;284;260;207;226;<;<;<;>;>;<;<;<;<;>;>;>;<;<;>;>;>;<;>;>;>;>;>;<;<;<;<;<;div
m;higher;city;yes;sev_a_year;5g;;260;;;268;260;247;;>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;education
f;professional;city;yes;sev_a_year;6g;;238;;;;238;194;221;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;child
m;higher;city;yes;never;5g;403;405;;;420;191;276;273;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;br
f;general;city;yes;sev_a_year;2g;;;;;;160;160;160;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;=;=;<;=;<;<;child
f;professional;city;yes;sev_a_year;6g;356;214;;343;221;178;200;319;>;<;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;<;br
